DISA,Altitude,Mach,FRAC,power_kW,FuelFlow_kgph,JetThrust_N
0,2285.999926848002,0.3,0.6,523.67747538,212.8498968294475,162.0689162421
0,2285.999926848002,0.3,0.7,610.98893492,231.0228555872267,204.19455159516
0,2285.999926848002,0.3,0.8,698.2524938,249.7171228105779,249.62268337104
0,2285.999926848002,0.3,0.9,785.5453764480001,269.4580907401796,298.36111819584
0,2285.999926848002,0.3,1.0,872.8208198540001,289.8210654785449,348.0117895300201
0,2285.999926848002,0.35,0.0,13.495610726,99.55827472657172,0.0
0,2285.999926848002,0.35,0.5,436.410500566,194.5432878879616,73.83460703892
0,2285.999926848002,0.35,0.6,523.689723208,212.3402099765944,109.34227853682
0,2285.999926848002,0.35,0.7,610.958883056,230.571420424839,148.31280034032
0,2285.999926848002,0.35,0.8,698.270888668,249.1397184611268,190.87853368374
0,2285.999926848002,0.35,0.9,785.540276792,268.5544779533702,236.82868631772
0,2285.999926848002,0.35,1.0,872.820182024,288.2817110371043,284.13904680084
0,2285.999926848002,0.4,0.0,17.175847304,100.1577017069763,0.0
0,2285.999926848002,0.4,0.5,436.398480268,194.012270807312,24.09169741482
0,2285.999926848002,0.4,0.6,523.673468614,211.7464438598385,56.45379234684
0,2285.999926848002,0.4,0.7,610.961159848,230.0531384160392,92.41578279443999
0,2285.999926848002,0.4,0.8,698.246164736,248.5607725789712,131.94864412212
0,2285.999926848002,0.4,0.9,785.5329913559999,267.6288205471287,175.06066336374
0,2285.999926848002,0.4,1.0,872.8124415279999,287.0465208814297,219.72446194524
0,2285.999926848002,0.45,0.0,21.693204798,100.7680723999819,0.0
0,2285.999926848002,0.45,0.5,436.412231286,193.3829254607639,0.0
0,2285.999926848002,0.45,0.6,523.6873554040001,211.1365587847229,3.37906363368
0,2285.999926848002,0.45,0.7,610.9657134319999,229.4022771092262,36.35213047914
0,2285.999926848002,0.45,0.8,698.246484024,247.9604674629412,72.94843709874
0,2285.999926848002,0.45,0.9,785.5357232079999,266.8226073638755,113.04455873214
0,2285.999926848002,0.45,1.0,872.8170861240001,285.8298342644471,154.98675838884
0,2285.999926848002,0.5,0.0,26.837283606,101.4799194540506,0.0
0,2285.999926848002,0.5,0.5,436.398707798,192.6682161617527,0.0
0,2285.999926848002,0.5,0.6,523.6895411840001,210.4228057506124,-49.97229098484001
0,2285.999926848002,0.5,0.7,610.975729974,228.5649680066225,-20.00127888696
0,2285.999926848002,0.5,0.8,698.24675706,247.2598495038556,13.786590657
0,2285.999926848002,0.5,0.9,785.53754494,266.0765307983308,50.9264030373
0,2285.999926848002,0.5,1.0,872.8159022220001,284.6821357974236,89.95400884806
0,2285.999926848002,0.55,0.0,32.580857712,102.2610115022226,0.0
0,2285.999926848002,0.55,0.5,436.412549828,191.7896884863467,0.0
0,2285.999926848002,0.55,0.6,523.698283558,209.6096966061871,-103.6415020599
0,2285.999926848002,0.55,0.7,610.97859909,227.7384814460673,-76.62485979120001
0,2285.999926848002,0.55,0.8,698.2661538059999,246.4026950975234,-45.59256022818
0,2285.999926848002,0.55,0.9,785.5425535840001,265.2571540018144,-11.3473869789
0,2285.999926848002,0.55,1.0,872.813807454,283.7064793978046,24.74899309134
0,3047.999902464003,0.0,0.0,4.867128546,90.58480045522998,0.0
0,3047.999902464003,0.0,0.5,436.4033979,186.9740834770026,409.90439822976
0,3047.999902464003,0.0,0.6,523.687492668,204.829642288397,469.6202704725
0,3047.999902464003,0.0,0.7,610.9640737240001,223.8474914955094,531.57844593504
0,3047.999902464003,0.0,0.8,698.2494434060001,244.2061541528622,595.09928998002
0,3047.999902464003,0.0,0.9,785.521881924,266.3850642415858,657.8486792304
0,3047.999902464003,0.0,1.0,872.8144452839999,289.3893469638937,720.91931448096
0,3047.999902464003,0.05,0.0,5.054859446,90.6267474548671,0.0
0,3047.999902464003,0.05,0.5,436.413824742,186.9492977831806,363.67307360958
0,3047.999902464003,0.05,0.6,523.6916814580001,204.8011162140071,420.21567911694
