time_min,phase_name,altitude_ft,range_NM,eas_knots,tas_knots,vs_ft_min,cl,cd_total,cd0,cd_lift,lift_N,total_thrust_N,drag_N,weight_kg,gamma_percent,total_em_power_kW,total_gt_power_kW,total_fuel_flow_kg_h,fuel_used_kg,total_shaft_power_kW,phase_duration_min,string1_soc,,ir0,,string2_soc,string3_soc,string4_soc,string1_pack_voltage_V,string2_pack_voltage_V,string3_pack_voltage_V,string4_pack_voltage_V,string1_pack_current_A,string2_pack_current_A,string3_pack_current_A,string4_pack_current_A,string1_cell_voltage_V,string2_cell_voltage_V,string3_cell_voltage_V,string4_cell_voltage_V,string1_cell_power_W,string2_cell_power_W,string3_cell_power_W,string4_cell_power_W,string1_cell_current_A,string2_cell_current_A,string3_cell_current_A,string4_cell_current_A,string1_cell_ocv_V,string2_cell_ocv_V,string3_cell_ocv_V,string4_cell_ocv_V,string1_batt_power_kW,,string2_batt_power_kW,string3_batt_power_kW,string4_batt_power_kW,gearbox_power_in_nacelle1_kW,gearbox_power_in_nacelle2_kW,gearbox_power_in_nacelle3_kW,gearbox_power_in_nacelle4_kW,gearbox_power_out_nacelle1_kW,gearbox_power_out_nacelle2_kW,gearbox_power_out_nacelle3_kW,gearbox_power_out_nacelle4_kW,nacelle1_em_efficiency,nacelle2_em_efficiency,nacelle3_em_efficiency,nacelle4_em_efficiency,nacelle1_thrust_N,nacelle2_thrust_N,nacelle3_thrust_N,nacelle4_thrust_N,nacelle1_shaft_power_kW,nacelle2_shaft_power_kW,nacelle3_shaft_power_kW,nacelle4_shaft_power_kW,nacelle1_throttle,nacelle2_throttle,nacelle3_throttle,nacelle4_throttle,nacelle1_gt_power_kW,nacelle2_gt_power_kW,nacelle3_gt_power_kW,nacelle4_gt_power_kW,nacelle1_gt_throttle,nacelle2_gt_throttle,nacelle3_gt_throttle,nacelle4_gt_throttle,nacelle1_jet_thrust_N,nacelle2_jet_thrust_N,nacelle3_jet_thrust_N,nacelle4_jet_thrust_N,nacelle1_em_power_kW,nacelle2_em_power_kW,nacelle3_em_power_kW,nacelle4_em_power_kW,nacelle1_em_throttle,nacelle2_em_throttle,nacelle3_em_throttle,nacelle4_em_throttle,nacelle1_fuel_flow_kg_h,nacelle2_fuel_flow_kg_h,nacelle3_fuel_flow_kg_h,nacelle4_fuel_flow_kg_h,nacelle1_adv_ratio,nacelle2_adv_ratio,nacelle3_adv_ratio,nacelle4_adv_ratio,nacelle1_cp,nacelle2_cp,nacelle3_cp,nacelle4_cp,nacelle1_eta_calc,nacelle2_eta_calc,nacelle3_eta_calc,nacelle4_eta_calc,nacelle1_eta,nacelle2_eta,nacelle3_eta,nacelle4_eta
58.26066196,reserve_circuit,1500,152.2699359,155,158.4615492,0,1.013817105,0.056630906,0.026874248,0.026256658,365727.5957,20431.79202,20429.21253,37293.835,0,0,2034.293405,942.3697012,402.3193014,2034.293405,,0.156259778,0.156259394,0.017338149,-3.84E-07,0.156259778,0.156259778,0.156259778,652.1583404,652.1583404,652.1583404,652.1583404,45.65646006,45.65646006,45.65646006,45.65646006,3.105515906,3.105515906,3.105515906,3.105515906,1.169217687,1.169217687,1.169217687,1.169217687,0.407646965,0.407646965,0.407646965,0.407646965,3.112640936,3.112640936,3.112640936,3.112640936,27.5,,27.5,27.5,27.5,508.5733511,508.5733511,508.5733511,508.5733511,494.2874755,494.2874755,494.2874755,494.2874755,0.829,0.829,0.829,0.829,5107.948005,5107.948005,5107.948005,5107.948005,508.5733511,508.5733511,508.5733511,508.5733511,0.272803192,0.272803192,0.272803192,0.272803192,508.5733511,508.5733511,508.5733511,508.5733511,0.582687386,0.582687386,0.582687386,0.582687386,201.3194234,201.3194234,201.3194234,201.3194234,0,0,0,0,0,0,0,0,235.5924253,235.5924253,235.5924253,235.5924253,1.250656838,1.250656838,1.250656838,1.250656838,,,,,0.825733457,0.825733457,0.825733457,0.825733457,0.825733457,0.825733457,0.825733457,0.825733457
58.56066196,reserve_circuit,1500,153.0622437,155,158.4615492,0,1.013689024,0.05662312,0.026874248,0.026248872,365681.3914,20428.94508,20426.40388,37289.12329,0,0,2034.018458,942.3140913,407.0310109,2034.018458,,0.155905699,0.155905302,0.017478431,-3.97E-07,0.155905699,0.155905699,0.155905699,652.0311408,652.0311408,652.0311408,652.0311408,45.55367592,45.55367592,45.55367592,45.55367592,3.104910194,3.104910194,3.104910194,3.104910194,1.169217687,1.169217687,1.169217687,1.169217687,0.406729249,0.406729249,0.406729249,0.406729249,3.112078114,3.112078114,3.112078114,3.112078114,27.5,,27.5,27.5,27.5,508.5046146,508.5046146,508.5046146,508.5046146,494.2186806,494.2186806,494.2186806,494.2186806,0.829,0.829,0.829,0.829,5107.236271,5107.236271,5107.236271,5107.236271,508.5046146,508.5046146,508.5046146,508.5046146,0.272766321,0.272766321,0.272766321,0.272766321,508.5046146,508.5046146,508.5046146,508.5046146,0.582608632,0.582608632,0.582608632,0.582608632,201.2890092,201.2890092,201.2890092,201.2890092,0,0,0,0,0,0,0,0,235.5785228,235.5785228,235.5785228,235.5785228,1.250656838,1.250656838,1.250656838,1.250656838,,,,,0.825733724,0.825733724,0.825733724,0.825733724,0.825733724,0.825733724,0.825733724,0.825733724
58.86066196,reserve_circuit,1500,153.8545514,155,158.4615492,0,1.013560951,0.056615336,0.026874248,0.026241088,365635.1898,20426.09893,20423.59581,37284.41186,0,0,2033.743384,942.2584686,411.7424423,2033.743384,,0.155552431,0.155552022,0.01762332,-4.09E-07,0.155552431,0.155552431,0.155552431,651.9032405,651.9032405,651.9032405,651.9032405,45.44767101,45.44767101,45.44767101,45.44767101,3.104301145,3.104301145,3.104301145,3.104301145,1.169217687,1.169217687,1.169217687,1.169217687,0.405782777,0.405782777,0.405782777,0.405782777,3.111513046,3.111513046,3.111513046,3.111513046,27.5,,27.5,27.5,27.5,508.4358459,508.4358459,508.4358459,508.4358459,494.1498519,494.1498519,494.1498519,494.1498519,0.829,0.829,0.829,0.829,5106.524732,5106.524732,5106.524732,5106.524732,508.4358459,508.4358459,508.4358459,508.4358459,0.272729433,0.272729433,0.272729433,0.272729433,508.4358459,508.4358459,508.4358459,508.4358459,0.582529842,0.582529842,0.582529842,0.582529842,201.2585835,201.2585835,201.2585835,201.2585835,0,0,0,0,0,0,0,0,235.5646172,235.5646172,235.5646172,235.5646172,1.250656838,1.250656838,1.250656838,1.250656838,,,,,0.825734081,0.825734081,0.825734081,0.825734081,0.825734081,0.825734081,0.825734081,0.825734081
59.16066196,reserve_circuit,1500,154.6468592,155,158.4615492,0,1.013432885,0.056607554,0.026874248,0.026233306,365588.9909,20423.25354,20420.78832,37279.7007,0,0,2033.468179,942.2028325,416.4535955,2033.468179,,0.155199998,0.155199576,0.017772811,-4.22E-07,0.155199998,0.155199998,0.155199998,651.7746639,651.7746639,651.7746639,651.7746639,45.33848892,45.33848892,45.33848892,45.33848892,3.103688876,3.103688876,3.103688876,3.103688876,1.169217687,1.169217687,1.169217687,1.169217687,0.404807937,0.404807937,0.404807937,0.404807937,3.110945825,3.110945825,3.110945825,3.110945825,27.5,,27.5,27.5,27.5,508.3670447,508.3670447,508.3670447,508.3670447,494.080989,494.080989,494.080989,494.080989,0.829,0.829,0.829,0.829,5105.813386,5105.813386,5105.813386,5105.813386,508.3670447,508.3670447,508.3670447,508.3670447,0.272692528,0.272692528,0.272692528,0.272692528,508.3670447,508.3670447,508.3670447,508.3670447,0.582451015,0.582451015,0.582451015,0.582451015,201.228146,201.228146,201.228146,201.228146,0,0,0,0,0,0,0,0,235.5507081,235.5507081,235.5507081,235.5507081,1.250656838,1.250656838,1.250656838,1.250656838,,,,,0.825734531,0.825734531,0.825734531,0.825734531,0.825734531,0.825734531,0.825734531,0.825734531
59.46066196,reserve_circuit,1500,155.4391669,155,158.4615492,0,1.013304827,0.056599773,0.026874248,0.026225525,365542.7947,20420.40892,20417.98141,37274.98983,0,0,2033.192841,942.1471826,421.1644706,2033.192841,,0.154848425,0.154847991,0.017926895,-4.34E-07,0.154848425,0.154848425,0.154848425,651.6454365,651.6454365,651.6454365,651.6454365,45.2261801,45.2261801,45.2261801,45.2261801,3.103073507,3.103073507,3.103073507,3.103073507,1.169217687,1.169217687,1.169217687,1.169217687,0.403805179,0.403805179,0.403805179,0.403805179,3.110376547,3.110376547,3.110376547,3.110376547,27.5,,27.5,27.5,27.5,508.2982103,508.2982103,508.2982103,508.2982103,494.0120912,494.0120912,494.0120912,494.0120912,0.829,0.829,0.829,0.829,5105.102229,5105.102229,5105.102229,5105.102229,508.2982103,508.2982103,508.2982103,508.2982103,0.272655604,0.272655604,0.272655604,0.272655604,508.2982103,508.2982103,508.2982103,508.2982103,0.582372149,0.582372149,0.582372149,0.582372149,201.1976966,201.1976966,201.1976966,201.1976966,0,0,0,0,0,0,0,0,235.5367957,235.5367957,235.5367957,235.5367957,1.250656838,1.250656838,1.250656838,1.250656838,,,,,0.825735073,0.825735073,0.825735073,0.825735073,0.825735073,0.825735073,0.825735073,0.825735073
59.76066196,reserve_circuit,1500,156.2314746,155,158.4615492,0,1.013176776,0.056591993,0.026874248,0.026217745,365496.6012,20417.56504,20415.17508,37270.27923,0,0,2032.917369,942.0915185,425.8750673,2032.917369,,0.154497736,0.15449729,0.018085552,-4.46E-07,0.154497736,0.154497736,0.154497736,651.5155845,651.5155845,651.5155845,651.5155845,45.11080157,45.11080157,45.11080157,45.11080157,3.102455164,3.102455164,3.102455164,3.102455164,1.169217687,1.169217687,1.169217687,1.169217687,0.402775014,0.402775014,0.402775014,0.402775014,3.109805307,3.109805307,3.109805307,3.109805307,27.5,,27.5,27.5,27.5,508.2293422,508.2293422,508.2293422,508.2293422,493.943158,493.943158,493.943158,493.943158,0.829,0.829,0.829,0.829,5104.391261,5104.391261,5104.391261,5104.391261,508.2293422,508.2293422,508.2293422,508.2293422,0.272618663,0.272618663,0.272618663,0.272618663,508.2293422,508.2293422,508.2293422,508.2293422,0.582293245,0.582293245,0.582293245,0.582293245,201.1672351,201.1672351,201.1672351,201.1672351,0,0,0,0,0,0,0,0,235.5228796,235.5228796,235.5228796,235.5228796,1.250656838,1.250656838,1.250656838,1.250656838,,,,,0.825735709,0.825735709,0.825735709,0.825735709,0.825735709,0.825735709,0.825735709,0.825735709
60.06066196,reserve_circuit,1500,157.0237824,155,158.4615492,0,1.013048732,0.056584216,0.026874248,0.026209968,365450.4104,20414.72191,20412.36933,37265.56891,0,0,2032.641759,942.0358397,430.5853857,2032.641759,,0.154147955,0.154147497,0.018248756,-4.58E-07,0.154147955,0.154147955,0.154147955,651.3851354,651.3851354,651.3851354,651.3851354,44.99241714,44.99241714,44.99241714,44.99241714,3.101833978,3.101833978,3.101833978,3.101833978,1.169217687,1.169217687,1.169217687,1.169217687,0.40171801,0.40171801,0.40171801,0.40171801,3.109231981,3.109231981,3.109231981,3.109231981,27.5,,27.5,27.5,27.5,508.1604399,508.1604399,508.1604399,508.1604399,493.8741888,493.8741888,493.8741888,493.8741888,0.829,0.829,0.829,0.829,5103.680478,5103.680478,5103.680478,5103.680478,508.1604399,508.1604399,508.1604399,508.1604399,0.272581703,0.272581703,0.272581703,0.272581703,508.1604399,508.1604399,508.1604399,508.1604399,0.582214301,0.582214301,0.582214301,0.582214301,201.136761,201.136761,201.136761,201.136761,0,0,0,0,0,0,0,0,235.5089599,235.5089599,235.5089599,235.5089599,1.250656838,1.250656838,1.250656838,1.250656838,,,,,0.825736437,0.825736437,0.825736437,0.825736437,0.825736437,0.825736437,0.825736437,0.825736437
60.36066196,reserve_circuit,1500,157.8160901,155,158.4615492,0,1.012920696,0.05657644,0.026874248,0.026202192,365404.2223,20411.87951,20409.56416,37260.85887,0,0,2032.366011,941.9801458,435.2954257,2032.366011,,0.153799104,0.153798635,0.01841591,-4.69E-07,0.153799104,0.153799104,0.153799104,651.2541174,651.2541174,651.2541174,651.2541174,44.8710971,44.8710971,44.8710971,44.8710971,3.101210083,3.101210083,3.101210083,3.101210083,1.169217687,1.169217687,1.169217687,1.169217687,0.400634796,0.400634796,0.400634796,0.400634796,3.108655131,3.108655131,3.108655131,3.108655131,27.5,,27.5,27.5,27.5,508.0915028,508.0915028,508.0915028,508.0915028,493.8051833,493.8051833,493.8051833,493.8051833,0.829,0.829,0.829,0.829,5102.969878,5102.969878,5102.969878,5102.969878,508.0915028,508.0915028,508.0915028,508.0915028,0.272544725,0.272544725,0.272544725,0.272544725,508.0915028,508.0915028,508.0915028,508.0915028,0.582135318,0.582135318,0.582135318,0.582135318,201.1062743,201.1062743,201.1062743,201.1062743,0,0,0,0,0,0,0,0,235.4950365,235.4950365,235.4950365,235.4950365,1.250656838,1.250656838,1.250656838,1.250656838,,,,,0.82573726,0.82573726,0.82573726,0.82573726,0.82573726,0.82573726,0.82573726,0.82573726
60.66066196,reserve_circuit,1500,158.6083979,155,158.4615492,0,1.012792668,0.056568665,0.026874248,0.026194417,365358.037,20409.03784,20406.75957,37256.14911,0,0,2032.090122,941.9244365,440.0051872,2032.090122,,0.153451206,0.153450726,0.01858313,-4.80E-07,0.153451206,0.153451206,0.153451206,651.1225596,651.1225596,651.1225596,651.1225596,44.74691838,44.74691838,44.74691838,44.74691838,3.100583617,3.100583617,3.100583617,3.100583617,1.169217687,1.169217687,1.169217687,1.169217687,0.399526057,0.399526057,0.399526057,0.399526057,3.1080746,3.1080746,3.1080746,3.1080746,27.5,,27.5,27.5,27.5,508.0225306,508.0225306,508.0225306,508.0225306,493.7361409,493.7361409,493.7361409,493.7361409,0.829,0.829,0.829,0.829,5102.259461,5102.259461,5102.259461,5102.259461,508.0225306,508.0225306,508.0225306,508.0225306,0.272507727,0.272507727,0.272507727,0.272507727,508.0225306,508.0225306,508.0225306,508.0225306,0.582056295,0.582056295,0.582056295,0.582056295,201.0757748,201.0757748,201.0757748,201.0757748,0,0,0,0,0,0,0,0,235.4811091,235.4811091,235.4811091,235.4811091,1.250656838,1.250656838,1.250656838,1.250656838,,,,,0.825738178,0.825738178,0.825738178,0.825738178,0.825738178,0.825738178,0.825738178,0.825738178
60.66066196,reserve_approach,1500,158.6083979,120,122.6799091,-650.2021159,1.6897461,0.178197942,0.111070152,0.06362779,365358.037,19408.71642,38530.07866,37256.14911,-5.235987756,0,1540.071587,843.8746585,440.0051872,1540.071587,,0.153451206,0.153451206,0.018749672,0,0.153451206,0.153451206,0.153451206,651.1225596,651.1225596,651.1225596,651.1225596,44.74691838,44.74691838,44.74691838,44.74691838,3.100583617,3.100583617,3.100583617,3.100583617,1.169217687,1.169217687,1.169217687,1.169217687,0.399526057,0.399526057,0.399526057,0.399526057,3.1080746,3.1080746,3.1080746,3.1080746,27.5,,27.5,27.5,27.5,385.0178967,385.0178967,385.0178967,385.0178967,369.5067514,369.5067514,369.5067514,369.5067514,0.829,0.829,0.829,0.829,4852.179106,4852.179106,4852.179106,4852.179106,385.0178967,385.0178967,385.0178967,385.0178967,0.206526966,0.206526966,0.206526966,0.206526966,385.0178967,385.0178967,385.0178967,385.0178967,0.441130977,0.441130977,0.441130977,0.441130977,207.6217535,207.6217535,207.6217535,207.6217535,0,0,0,0,0,0,0,0,210.9686646,210.9686646,210.9686646,210.9686646,0.968250455,0.968250455,0.968250455,0.968250455,,,,,0.809483132,0.809483132,0.809483132,0.809483132,0.809483132,0.809483132,0.809483132,0.809483132
60.89392738,reserve_approach,1348.500056,159.0841609,120,122.4055938,-648.7482478,1.68959702,0.178178988,0.111065311,0.063613677,365325.8028,19406.3053,38525.98053,37252.86214,-5.235987756,0,1540.854245,847.0611741,443.2921581,1540.854245,,0.15318137,0.153181074,0.018749672,-2.96E-07,0.15318137,0.15318137,0.15318137,651.0199129,651.0199129,651.0199129,651.0199129,44.64844054,44.64844054,44.64844054,44.64844054,3.100094823,3.100094823,3.100094823,3.100094823,1.169217687,1.169217687,1.169217687,1.169217687,0.398646791,0.398646791,0.398646791,0.398646791,3.107620752,3.107620752,3.107620752,3.107620752,27.5,,27.5,27.5,27.5,385.2135613,385.2135613,385.2135613,385.2135613,369.7040121,369.7040121,369.7040121,369.7040121,0.829,0.829,0.829,0.829,4851.576324,4851.576324,4851.576324,4851.576324,385.2135613,385.2135613,385.2135613,385.2135613,0.206631922,0.206631922,0.206631922,0.206631922,385.2135613,385.2135613,385.2135613,385.2135613,0.441355158,0.441355158,0.441355158,0.441355158,208.3902151,208.3902151,208.3902151,208.3902151,0,0,0,0,0,0,0,0,211.7652935,211.7652935,211.7652935,211.7652935,0.966085423,0.966085423,0.966085423,0.966085423,,,,,0.807003835,0.807003835,0.807003835,0.807003835,0.807003835,0.807003835,0.807003835,0.807003835
61.1271928,reserve_approach,1197.338317,159.5588619,120,122.1327885,-647.3023828,1.689447378,0.178160002,0.111060489,0.063599513,365293.447,19403.8934,38521.87525,37249.56277,-5.235987756,0,1541.639174,850.2565297,446.5915346,1541.639174,,0.152912134,0.152911833,0.018878688,-3.01E-07,0.152912134,0.152912134,0.152912134,650.9169724,650.9169724,650.9169724,650.9169724,44.5483264,44.5483264,44.5483264,44.5483264,3.09960463,3.09960463,3.09960463,3.09960463,1.169217687,1.169217687,1.169217687,1.169217687,0.397752914,0.397752914,0.397752914,0.397752914,3.107164829,3.107164829,3.107164829,3.107164829,27.5,,27.5,27.5,27.5,385.4097935,385.4097935,385.4097935,385.4097935,369.9018519,369.9018519,369.9018519,369.9018519,0.829,0.829,0.829,0.829,4850.973349,4850.973349,4850.973349,4850.973349,385.4097935,385.4097935,385.4097935,385.4097935,0.206737183,0.206737183,0.206737183,0.206737183,385.4097935,385.4097935,385.4097935,385.4097935,0.441580911,0.441580911,0.441580911,0.441580911,209.1680037,209.1680037,209.1680037,209.1680037,0,0,0,0,0,0,0,0,212.5641324,212.5641324,212.5641324,212.5641324,0.963932309,0.963932309,0.963932309,0.963932309,,,,,0.804535288,0.804535288,0.804535288,0.804535288,0.804535288,0.804535288,0.804535288,0.804535288
61.36045822,reserve_approach,1046.512919,160.0325066,120,121.86148,-645.8644509,1.689297189,0.178140984,0.111055685,0.063585299,365260.9731,19401.48086,38517.76316,37246.25135,-5.235987756,0,1541.020934,853.1549404,449.9029501,1541.020934,,0.152643507,0.152643201,0.019007275,-3.06E-07,0.152643507,0.152643507,0.152643507,650.8137528,650.8137528,650.8137528,650.8137528,44.44661999,44.44661999,44.44661999,44.44661999,3.099113108,3.099113108,3.099113108,3.099113108,1.169217687,1.169217687,1.169217687,1.169217687,0.396844821,0.396844821,0.396844821,0.396844821,3.106706902,3.106706902,3.106706902,3.106706902,27.5,,27.5,27.5,27.5,385.2552334,385.2552334,385.2552334,385.2552334,369.7460251,369.7460251,369.7460251,369.7460251,0.829,0.829,0.829,0.829,4850.370214,4850.370214,4850.370214,4850.370214,385.2552334,385.2552334,385.2552334,385.2552334,0.206654276,0.206654276,0.206654276,0.206654276,385.2552334,385.2552334,385.2552334,385.2552334,0.441403825,0.441403825,0.441403825,0.441403825,209.7770777,209.7770777,209.7770777,209.7770777,0,0,0,0,0,0,0,0,213.2887351,213.2887351,213.2887351,213.2887351,0.961791008,0.961791008,0.961791008,0.961791008,,,,,0.802876661,0.802876661,0.802876661,0.802876661,0.802876661,0.802876661,0.802876661,0.802876661
61.59372363,reserve_approach,896.0220243,160.5051009,120,121.5916552,-644.4343829,1.689146541,0.178121942,0.111050899,0.063571043,365228.3999,19399.06846,38513.64601,37242.92981,-5.235987756,0,1537.661921,855.4649822,453.2244902,1537.661921,,0.152375498,0.152375187,0.019135422,-3.11E-07,0.152375498,0.152375498,0.152375498,650.7102692,650.7102692,650.7102692,650.7102692,44.34336759,44.34336759,44.34336759,44.34336759,3.09862033,3.09862033,3.09862033,3.09862033,1.169217687,1.169217687,1.169217687,1.169217687,0.395922925,0.395922925,0.395922925,0.395922925,3.106247038,3.106247038,3.106247038,3.106247038,27.5,,27.5,27.5,27.5,384.4154803,384.4154803,384.4154803,384.4154803,368.8994628,368.8994628,368.8994628,368.8994628,0.829,0.829,0.829,0.829,4849.767114,4849.767114,4849.767114,4849.767114,384.4154803,384.4154803,384.4154803,384.4154803,0.206203825,0.206203825,0.206203825,0.206203825,384.4154803,384.4154803,384.4154803,384.4154803,0.440441683,0.440441683,0.440441683,0.440441683,210.0496131,210.0496131,210.0496131,210.0496131,0,0,0,0,0,0,0,0,213.8662455,213.8662455,213.8662455,213.8662455,0.959661418,0.959661418,0.959661418,0.959661418,,,,,0.802785819,0.802785819,0.802785819,0.802785819,0.802785819,0.802785819,0.802785819,0.802785819
61.82698905,reserve_approach,745.863803,160.9766504,120,121.3233013,-643.0121103,1.688995541,0.178102887,0.111046132,0.063556756,365195.7505,19396.65715,38509.52598,37239.6005,-5.235987756,0,1531.832922,857.2403914,456.5537994,1531.832922,,0.152108118,0.152107802,0.019263115,-3.15E-07,0.152108118,0.152108118,0.152108118,650.6065369,650.6065369,650.6065369,650.6065369,44.2386176,44.2386176,44.2386176,44.2386176,3.098126366,3.098126366,3.098126366,3.098126366,1.169217687,1.169217687,1.169217687,1.169217687,0.394987657,0.394987657,0.394987657,0.394987657,3.105785311,3.105785311,3.105785311,3.105785311,27.5,,27.5,27.5,27.5,382.9582304,382.9582304,382.9582304,382.9582304,367.4306936,367.4306936,367.4306936,367.4306936,0.829,0.829,0.829,0.829,4849.164288,4849.164288,4849.164288,4849.164288,382.9582304,382.9582304,382.9582304,382.9582304,0.205422143,0.205422143,0.205422143,0.205422143,382.9582304,382.9582304,382.9582304,382.9582304,0.438772048,0.438772048,0.438772048,0.438772048,210.0198926,210.0198926,210.0198926,210.0198926,0,0,0,0,0,0,0,0,214.3100978,214.3100978,214.3100978,214.3100978,0.957543436,0.957543436,0.957543436,0.957543436,,,,,0.804116702,0.804116702,0.804116702,0.804116702,0.804116702,0.804116702,0.804116702,0.804116702
62.06025447,reserve_approach,596.0364473,161.4471609,120,121.0564055,-641.5975656,1.688844233,0.178083823,0.111041383,0.063542441,365163.0345,19394.24733,38505.40394,37236.2644,-5.235987756,0,1525.734035,858.959868,459.8899023,1525.734035,,0.151841374,0.151841054,0.01939034,-3.20E-07,0.151841374,0.151841374,0.151841374,650.5025714,650.5025714,650.5025714,650.5025714,44.13242057,44.13242057,44.13242057,44.13242057,3.097631292,3.097631292,3.097631292,3.097631292,1.169217687,1.169217687,1.169217687,1.169217687,0.394039469,0.394039469,0.394039469,0.394039469,3.105321792,3.105321792,3.105321792,3.105321792,27.5,,27.5,27.5,27.5,381.4335087,381.4335087,381.4335087,381.4335087,365.8943301,365.8943301,365.8943301,365.8943301,0.829,0.829,0.829,0.829,4848.561833,4848.561833,4848.561833,4848.561833,381.4335087,381.4335087,381.4335087,381.4335087,0.204604269,0.204604269,0.204604269,0.204604269,381.4335087,381.4335087,381.4335087,381.4335087,0.437025107,0.437025107,0.437025107,0.437025107,209.9647548,209.9647548,209.9647548,209.9647548,0,0,0,0,0,0,0,0,214.739967,214.739967,214.739967,214.739967,0.955436963,0.955436963,0.955436963,0.955436963,,,,,0.805621691,0.805621691,0.805621691,0.805621691,0.805621691,0.805621691,0.805621691,0.805621691
62.29351988,reserve_approach,446.5381599,161.9166381,120,120.7909552,-640.1906821,1.688692599,0.178064749,0.111036652,0.063528097,365130.2483,19391.83884,38501.27954,37232.92113,-5.235987756,0,1520.946965,860.9707318,463.2331677,1520.946965,,0.151575275,0.151574951,0.01951708,-3.24E-07,0.151575275,0.151575275,0.151575275,650.3983884,650.3983884,650.3983884,650.3983884,44.02482903,44.02482903,44.02482903,44.02482903,3.097135183,3.097135183,3.097135183,3.097135183,1.169217687,1.169217687,1.169217687,1.169217687,0.393078831,0.393078831,0.393078831,0.393078831,3.104856555,3.104856555,3.104856555,3.104856555,27.5,,27.5,27.5,27.5,380.2367414,380.2367414,380.2367414,380.2367414,364.6887257,364.6887257,364.6887257,364.6887257,0.829,0.829,0.829,0.829,4847.959711,4847.959711,4847.959711,4847.959711,380.2367414,380.2367414,380.2367414,380.2367414,0.203962313,0.203962313,0.203962313,0.203962313,380.2367414,380.2367414,380.2367414,380.2367414,0.435653918,0.435653918,0.435653918,0.435653918,210.0830906,210.0830906,210.0830906,210.0830906,0,0,0,0,0,0,0,0,215.242683,215.242683,215.242683,215.242683,0.953341898,0.953341898,0.953341898,0.953341898,,,,,0.806387293,0.806387293,0.806387293,0.806387293,0.806387293,0.806387293,0.806387293,0.806387293
62.5267853,reserve_approach,297.3671639,162.3850874,120,120.526938,-638.7913937,1.688540592,0.178045658,0.111031939,0.063513719,365097.3812,19389.4312,38497.15176,37229.56962,-5.235987756,0,1517.12629,863.1996279,466.5846747,1517.12629,,0.151309831,0.151309502,0.019643318,-3.28E-07,0.151309831,0.151309831,0.151309831,650.2940041,650.2940041,650.2940041,650.2940041,43.91589756,43.91589756,43.91589756,43.91589756,3.096638115,3.096638115,3.096638115,3.096638115,1.169217687,1.169217687,1.169217687,1.169217687,0.392106228,0.392106228,0.392106228,0.392106228,3.104389676,3.104389676,3.104389676,3.104389676,27.5,,27.5,27.5,27.5,379.2815725,379.2815725,379.2815725,379.2815725,363.726697,363.726697,363.726697,363.726697,0.829,0.829,0.829,0.829,4847.357799,4847.357799,4847.357799,4847.357799,379.2815725,379.2815725,379.2815725,379.2815725,0.203449952,0.203449952,0.203449952,0.203449952,379.2815725,379.2815725,379.2815725,379.2815725,0.434559539,0.434559539,0.434559539,0.434559539,210.3311338,210.3311338,210.3311338,210.3311338,0,0,0,0,0,0,0,0,215.799907,215.799907,215.799907,215.799907,0.951258144,0.951258144,0.951258144,0.951258144,,,,,0.806605063,0.806605063,0.806605063,0.806605063,0.806605063,0.806605063,0.806605063,0.806605063
62.76005072,reserve_approach,148.5216928,162.8525144,120,120.2643415,-637.3996354,1.68838819,0.17802655,0.111027243,0.063499306,365064.4286,19387.02418,38493.02014,37226.20939,-5.235987756,0,1512.981462,865.3635808,469.9449069,1512.981462,,0.151045047,0.151044715,0.019769033,-3.32E-07,0.151045047,0.151045047,0.151045047,650.1894346,650.1894346,650.1894346,650.1894346,43.80568258,43.80568258,43.80568258,43.80568258,3.096140165,3.096140165,3.096140165,3.096140165,1.169217687,1.169217687,1.169217687,1.169217687,0.391122166,0.391122166,0.391122166,0.391122166,3.103921229,3.103921229,3.103921229,3.103921229,27.5,,27.5,27.5,27.5,378.2453654,378.2453654,378.2453654,378.2453654,362.683245,362.683245,362.683245,362.683245,0.829,0.829,0.829,0.829,4846.756045,4846.756045,4846.756045,4846.756045,378.2453654,378.2453654,378.2453654,378.2453654,0.202894121,0.202894121,0.202894121,0.202894121,378.2453654,378.2453654,378.2453654,378.2453654,0.433372312,0.433372312,0.433372312,0.433372312,210.5461773,210.5461773,210.5461773,210.5461773,0,0,0,0,0,0,0,0,216.3408952,216.3408952,216.3408952,216.3408952,0.949185602,0.949185602,0.949185602,0.949185602,,,,,0.807021078,0.807021078,0.807021078,0.807021078,0.807021078,0.807021078,0.807021078,0.807021078
