DISA,Altitude,Mach,FRAC,power_kW,FuelFlow_kgph,JetThrust_N
0,2285.999926848002,0.35,0.5,480.0515506226,194.5432878879616,81.21806774281201
0,2285.999926848002,0.35,0.6,576.0586955288001,212.3402099765944,120.276506390502
0,2285.999926848002,0.35,0.7,672.0547713616,230.571420424839,163.144080374352
0,2285.999926848002,0.35,0.8,768.0979775348001,249.1397184611268,209.96638705211402
0,2285.999926848002,0.35,0.9,864.0943044712001,268.5544779533702,260.51155494949205
0,2285.999926848002,0.35,1.0,960.1022002264001,288.2817110371043,312.55295148092404
0,2285.999926848002,0.4,0.0,18.893432034400004,100.1577017069763,0.0
0,2285.999926848002,0.4,0.5,480.03832829480007,194.012270807312,26.500867156302004
0,2285.999926848002,0.4,0.6,576.0408154754,211.7464438598385,62.099171581524004
0,2285.999926848002,0.4,0.7,672.0572758328,230.0531384160392,101.657361073884
0,2285.999926848002,0.4,0.8,768.0707812096,248.5607725789712,145.143508534332
0,2285.999926848002,0.4,0.9,864.0862904915999,267.6288205471287,192.566729700114
0,2285.999926848002,0.4,1.0,960.0936856807999,287.0465208814297,241.69690813976402
0,2285.999926848002,0.45,0.0,23.862525277800003,100.7680723999819,0.0
0,2285.999926848002,0.45,0.5,480.0534544146,193.3829254607639,0.0
0,2285.999926848002,0.45,0.6,576.0560909444001,211.1365587847229,3.7169699970480004
0,2285.999926848002,0.45,0.7,672.0622847751999,229.4022771092262,39.987343527054
